Hour,Minute,Second,u,v,w,T,diag
16,10,9.42,9.011001,1.0285,-0.047,12.98923,0
16,10,9.44,8.6805,0.577,-0.1455,13.51776,0
16,10,9.46,8.3505,0.54475,-0.0325,14.35117,0
16,10,9.48,9.297501,0.876,0.2445,14.24457,0
16,10,9.5,8.918,1.3595,0.2375,14.14481,0
16,10,9.52,8.619,1.37525,0.064,13.60559,0
16,10,9.54,8.405001,0.831,-0.4275,14.84192,0
16,10,9.56,9.663501,1.06275,-0.2785,15.04681,0
16,10,9.58,8.2135,0.3315,-0.86325,14.53894,0
16,10,9.6,8.7285,0.20425,-0.899,13.52786,0
16,10,9.62,9.410001,0.5325,-0.79325,14.50171,0
16,10,9.64,9.213,0.27575,-0.445,13.83539,0
16,10,9.66,8.5585,0.33775,-0.29125,13.55151,0
16,10,9.68,8.453501,0.88525,-0.24675,13.48734,0
16,10,9.7,8.3265,0.8577501,-0.23775,13.36404,0
16,10,9.72,8.09825,0.4795,-0.3915,13.31339,0
16,10,9.74,7.937,0.6455,-0.12925,13.50595,0
16,10,9.76,7.81825,0.7075,-0.38725,13.39951,0
16,10,9.78,7.873,0.146,-0.23325,13.24924,0
16,10,9.8,7.47,0.65025,-0.0135,13.42316,0
16,10,9.82,7.644001,0.96,-0.23775,13.64108,0
16,10,9.84,7.575,1.22,-0.2205,13.59375,0
16,10,9.86,7.142251,0.798,-0.29475,13.95374,0
16,10,9.88,7.59725,1.17625,-0.696,13.92841,0
16,10,9.9,7.931251,0.5965,-0.706,15.08582,0
16,10,9.92,7.907001,0.37175,-0.656,15.08914,0
16,10,9.94,7.8425,0.529,-0.5285,14.36127,0
16,10,9.96,7.59675,0.51475,-0.18275,14.01459,0
16,10,9.98,6.978251,0.46275,-0.224,14.00952,0
16,10,10,7.2055,-0.20425,-0.29225,14.7251,0
16,10,10.02,7.232,-0.5930001,0.06875,14.90289,0
16,10,10.04,7.5045,-0.2855,0.11725,14.95029,0
16,10,10.06,7.226501,-0.0195,0.19175,14.82666,0
16,10,10.08,7.0235,-0.2975,-0.045,15.08914,0
16,10,10.1,7.13775,-0.496,-0.283,15.04004,0
16,10,10.12,7.441751,-0.7675,-0.236,15.76199,0
16,10,10.14,7.06375,-1.0435,0.08800001,15.8689,0
16,10,10.16,6.71825,-1.06075,-0.1705,15.80609,0
16,10,10.18,7.26425,-1.2865,0.12875,15.34332,0
16,10,10.2,6.86175,-0.8635001,0.02725,15.07227,0
16,10,10.22,6.6485,-0.49125,-0.16975,14.79791,0
16,10,10.24,6.632,-0.20325,-0.2395,14.522,0
16,10,10.26,6.6885,-0.5915,-0.648,14.05182,0
16,10,10.28,6.7,-0.6035,-0.618,14.02643,0
16,10,10.3,6.68075,-0.19125,-0.75225,14.28683,0
16,10,10.32,6.55975,-0.86475,-0.8255,14.38669,0
16,10,10.34,6.72975,-1.35725,-0.33575,14.39511,0
16,10,10.36,6.22175,-0.8502501,-0.6065,14.52542,0
16,10,10.38,6.8345,-1.0095,0.14,14.59982,0
16,10,10.4,5.782,-0.199,-0.31225,14.81656,0
16,10,10.42,5.7,-0.7162501,0.24575,15.01974,0
16,10,10.44,5.67825,-0.5365,0.03,15.02652,0
16,10,10.46,6.32625,0.11475,0.483,15.1976,0
16,10,10.48,6.45975,-0.08075,0.65325,15.30606,0
16,10,10.5,6.16675,-0.3065,0.05425,15.30939,0
16,10,10.52,6.49175,-1.15075,0.11275,14.83344,0
16,10,10.54,5.91075,-1.39225,-0.14625,14.23444,0
16,10,10.56,5.81625,-0.8462501,0.06775001,14.60495,0
16,10,10.58,6.353,-0.18725,-0.10925,15.07056,0
16,10,10.6,5.723,-0.52875,-0.06025,15.1925,0
16,10,10.62,6.525,-1.43525,0.0975,15.11795,0
16,10,10.64,5.6205,-1.30825,0.3235,14.87744,0
16,10,10.66,5.6825,-0.15825,0.33825,15.46027,0
16,10,10.68,5.1515,0.05875,0.19625,15.43988,0
16,10,10.7,5.18725,0.231,-0.03725,15.42804,0
16,10,10.72,5.16725,0.74775,0.35025,15.31619,0
16,10,10.74,6.0855,0.2485,-0.1715,15.47717,0
16,10,10.76,5.4035,-0.259,-0.08075,15.45343,0
16,10,10.78,5.291,0.371,-0.178,15.34497,0
16,10,10.8,4.895,0.8520001,0.26225,14.65744,0
16,10,10.82,4.8235,0.69675,0.28475,15.23318,0
16,10,10.84,5.02375,0.0755,0.20125,15.37549,0
16,10,10.86,5.38375,1.10125,0.33575,15.29416,0
16,10,10.88,5.57725,0.9450001,0.261,15.21793,0
16,10,10.9,5.66475,0.7747501,-0.1335,15.18741,0
16,10,10.92,5.71725,0.87275,-0.2525,15.17557,0
16,10,10.94,5.67225,0.73875,-0.0175,15.17047,0
16,10,10.96,6.0135,0.66675,0.1675,15.14673,0
16,10,10.98,6.10275,0.3395,0.712,15.20441,0
16,10,11,6.127,1.00925,0.702,15.33145,0
16,10,11.02,5.6435,1.09275,0.42,15.51111,0
16,10,11.04,6.384,0.5665,0.29025,15.57553,0
16,10,11.06,6.08875,0.71775,0.27325,15.52466,0
16,10,11.08,6.196,0.994,-0.08425,15.284,0
16,10,11.1,6.04725,0.73175,-0.1195,15.36194,0
16,10,11.12,5.81675,1.45925,-0.19575,15.39581,0
16,10,11.14,6.28325,1.708,0.7977501,15.51956,0
16,10,11.16,6.42575,1.25575,0.16075,15.49921,0
16,10,11.18,7.054,1.1225,-0.05175,15.21115,0
16,10,11.2,6.908,1.12825,0.15025,15.24161,0
16,10,11.22,6.04675,1.144,0.35,15.25351,0
16,10,11.24,6.2955,1.1785,0.6775,15.17896,0
16,10,11.26,5.93925,0.36075,0.456,15.23996,0
16,10,11.28,5.1345,0.6587501,0.44825,15.39417,0
16,10,11.3,5.70125,0.9300001,0.2645,15.35175,0
16,10,11.32,6.175251,0.5485,-0.03325,15.38397,0
16,10,11.34,6.1885,0.734,-0.024,15.28061,0
16,10,11.36,6.27625,0.373,0.00625,15.34332,0
16,10,11.38,5.5105,0.9475001,0.1695,15.4043,0
16,10,11.4,5.31175,0.48875,0.17825,15.5433,0
16,10,11.42,5.1,0.278,0.9205,15.85867,0
16,10,11.44,5.211,0.7815,1.39675,16.19968,0
16,10,11.46,5.46475,1.46925,0.50225,15.51788,0
16,10,11.48,5.94925,0.563,0.42225,15.85526,0
16,10,11.5,5.719,0.9390001,0.4875,15.51617,0
16,10,11.52,6.64025,0.774,0.3825,15.39581,0
16,10,11.54,6.1045,0.74975,0.40325,15.08237,0
16,10,11.56,6.982,1.098,0.45425,15.1637,0
16,10,11.58,6.63175,0.742,0.25425,15.06207,0
16,10,11.6,6.741251,1.31725,0.70125,15.20096,0
16,10,11.62,6.70975,1.018,0.67675,15.05188,0
16,10,11.64,6.32,0.60825,0.4135,15.29755,0
16,10,11.66,6.425,0.751,0.60875,15.35687,0
16,10,11.68,6.64375,0.7647501,0.634,15.35687,0
16,10,11.7,6.33825,0.554,0.85,15.5433,0
16,10,11.72,5.14725,0.51125,0.768,15.7196,0
16,10,11.74,6.01075,-0.09775001,0.18625,16.06903,0
16,10,11.76,6.316,-0.47775,-0.1625,15.95026,0
16,10,11.78,5.90025,0.27,0.03475,15.99777,0
16,10,11.8,5.67625,-0.21725,0.153,16.07416,0
16,10,11.82,5.92575,-0.115,0.503,16.45944,0
16,10,11.84,4.971,0.30625,0.4605,15.92484,0
16,10,11.86,5.921,0.64125,-0.17775,14.96722,0
16,10,11.88,6.52675,0.71575,0.17325,15.20096,0
16,10,11.9,6.697001,0.169,0.2015,14.94693,0
16,10,11.92,6.73525,-0.25125,0.35025,15.05872,0
16,10,11.94,5.91425,0.4485,-0.196,14.99432,0
16,10,11.96,6.733,0.803,0.13875,15.23483,0
16,10,11.98,6.519001,0.9522501,0.1175,15.31619,0
16,10,12,6.67325,0.90175,-0.00025,14.86057,0
16,10,12.02,6.3025,1.50725,-0.8025,14.90118,0
16,10,12.04,7.04575,0.1495,-0.135,15.4433,0
16,10,12.06,7.086751,0.7147501,-0.2415,15.24332,0
16,10,12.08,6.971251,0.16375,-0.2925,14.97571,0
16,10,12.1,6.188,0.06025,0.3665,15.78918,0
16,10,12.12,5.8595,0.19925,0.6915,15.73148,0
16,10,12.14,6.08625,0.38025,0.53825,15.1976,0
16,10,12.16,6.46925,0.59675,0.48125,14.99268,0
16,10,12.18,6.5905,0.45125,0.5465,15.07901,0
16,10,12.2,7.00825,0.88675,0.8325,15.26535,0
16,10,12.22,6.92925,0.8462501,0.74625,15.22299,0
16,10,12.24,6.72325,0.39025,0.39425,15.37891,0
16,10,12.26,7.11125,0.4835,-0.0325,15.31281,0
16,10,12.28,7.46325,0.30875,-0.128,15.10953,0
16,10,12.3,6.955,0.4345,-0.422,15.04681,0
16,10,12.32,6.73375,0.4995,-0.2405,14.88934,0
16,10,12.34,6.82,0.6505001,-0.162,14.96893,0
16,10,12.36,7.03675,0.5935,-0.04425,14.974,0
16,10,12.38,6.82125,0.7195,-0.08000001,15.18066,0
16,10,12.4,6.818,0.21275,0.08525001,15.04346,0
16,10,12.42,6.6375,0.4925,-0.064,15.15356,0
16,10,12.44,6.80475,0.32925,-0.067,15.08582,0
16,10,12.46,6.2505,0.9307501,-0.158,15.12308,0
16,10,12.48,6.545,0.85475,-0.08225001,14.92825,0
16,10,12.5,6.42775,1.06125,-0.01025,15.48395,0
16,10,12.52,6.33775,1.39175,0.238,15.94516,0
16,10,12.54,6.1715,1.16425,0.34125,15.17557,0
16,10,12.56,6.402,1.2015,0.00125,14.8826,0
16,10,12.58,6.557,1.4205,0.13375,14.88934,0
16,10,12.6,6.285501,1.364,0.151,14.82837,0
16,10,12.62,6.266,1.363,0.101,14.86057,0
16,10,12.64,6.409,1.23475,0.21425,15.11459,0
16,10,12.66,6.19975,1.26575,0.27275,15.16711,0
16,10,12.68,5.75425,1.319,0.3065,14.93338,0
16,10,12.7,5.78325,1.22075,0.07275,14.78265,0
16,10,12.72,5.73475,1.225,0.02775,15.05188,0
16,10,12.74,5.48975,1.24925,0.0155,14.97739,0
16,10,12.76,5.6225,1.167,0.0465,14.85208,0
16,10,12.78,5.76025,1.11125,0.08125,14.94693,0
16,10,12.8,5.85375,1.17625,0.15675,14.93338,0
16,10,12.82,5.924,1.02,0.08825,14.84021,0
16,10,12.84,5.96525,1.0165,0.22025,15.01297,0
16,10,12.86,5.685,1.26075,0.01225,14.93338,0
16,10,12.88,5.78875,1.173,-0.211,15.01804,0
16,10,12.9,5.806,1.54125,-0.16325,14.98923,0
16,10,12.92,6.114501,1.341,-0.12975,15.13492,0
16,10,12.94,5.928,1.436,0.002,15.26196,0
16,10,12.96,5.8285,1.216,-0.01025,15.23996,0
16,10,12.98,5.961751,1.18125,-0.25375,15.30606,0
16,10,13,6.458,1.1175,-0.12975,15.2789,0
16,10,13.02,6.192,1.27375,-0.0065,15.44159,0
16,10,13.04,6.10875,0.849,-0.04975,15.5094,0
16,10,13.06,6.13475,0.9867501,-0.07925,15.46027,0
16,10,13.08,5.97025,1.006,0.042,15.56027,0
16,10,13.1,5.83075,1.036,0.089,15.58908,0
16,10,13.12,5.8315,1.28275,0.10575,15.42975,0
16,10,13.14,5.97575,1.155,-0.067,15.36871,0
16,10,13.16,5.7465,1.4835,-0.027,15.47888,0
16,10,13.18,6.26125,1.56775,0.0245,15.83664,0
16,10,13.2,5.86425,1.42275,0.0445,15.65179,0
16,10,13.22,5.664,1.436,-0.303,15.39075,0
16,10,13.24,6.0185,1.3865,-0.07650001,15.7179,0
16,10,13.26,5.76275,1.54875,0.1275,15.82477,0
16,10,13.28,5.759,1.44375,0.212,15.91299,0
16,10,13.3,5.76325,1.57775,0.131,16.25909,0
16,10,13.32,5.522,1.37375,0.16975,16.008,0
16,10,13.34,5.3995,1.63825,0.27775,16.30493,0
16,10,13.36,5.659,1.79425,0.41125,16.24722,0
16,10,13.38,6.00475,1.6655,0.13125,16.25058,0
16,10,13.4,6.0985,2.335,0.22675,16.07416,0
16,10,13.42,6.44225,2.32675,0.09075,15.27725,0
16,10,13.44,6.66125,2.09075,-0.25175,15.61447,0
16,10,13.46,7.365251,1.97675,-0.38225,15.72305,0
16,10,13.48,7.908751,1.47775,-0.10675,16.00964,0
16,10,13.5,7.14525,2.1965,0.74225,16.13861,0
16,10,13.52,6.07425,2.1445,0.50725,16.23196,0
16,10,13.54,7.7045,1.60025,0.414,16.18103,0
16,10,13.56,6.03375,2.132,0.1395,16.086,0
16,10,13.58,6.82725,2.646,-0.1685,16.02155,0
16,10,13.6,6.0895,2.673,0.0895,15.99271,0
16,10,13.62,6.665751,1.8475,-0.39475,15.75522,0
16,10,13.64,7.10875,1.86325,-0.22475,15.75015,0
16,10,13.66,6.50025,2.41975,0.247,15.76028,0
16,10,13.68,6.37025,1.75675,-0.535,15.69757,0
16,10,13.7,7.147,1.682,-0.64175,15.80273,0
16,10,13.72,6.54125,2.02875,-0.41375,15.93335,0
16,10,13.74,6.204,2.6335,-0.376,16.17084,0
16,10,13.76,6.08375,2.451,0.35825,16.26422,0
16,10,13.78,5.95025,3.10325,0.41375,15.79254,0
16,10,13.8,5.87075,2.52225,-0.033,16.16574,0
16,10,13.82,5.571,2.42625,0.35825,16.22687,0
16,10,13.84,5.59925,1.029,0.313,16.07751,0
16,10,13.86,5.30825,1.50925,0.3805,15.99777,0
16,10,13.88,4.89875,1.6555,0.19875,16.06903,0
16,10,13.9,5.236,1.72525,0.31775,16.28629,0
16,10,13.92,5.0135,1.941,0.29925,16.77017,0
16,10,13.94,5.18025,1.20575,0.6505001,16.75153,0
16,10,13.96,5.0675,1.594,0.5315,16.82629,0
16,10,13.98,4.9695,1.5595,0.83175,16.68869,0
16,10,14,5.635,1.43,0.6955,16.75659,0
16,10,14.02,5.83425,1.114,0.42175,16.86874,0
16,10,14.04,5.76175,1.6765,0.1355,16.40506,0
16,10,14.06,6.5065,2.18025,0.003,16.63602,0
16,10,14.08,6.7075,2.248,0.07025,16.86197,0
16,10,14.1,6.89475,2.38075,-0.12475,16.71585,0
16,10,14.12,6.6915,2.468,0.20075,16.6955,0
16,10,14.14,6.4975,2.55225,0.22475,16.51038,0
16,10,14.16,6.6045,2.0855,0.321,16.42712,0
16,10,14.18,6.567,2.5045,0.05025,16.44583,0
16,10,14.2,6.53425,2.46225,0.13675,16.62924,0
16,10,14.22,5.88825,1.924,-0.021,16.4798,0
16,10,14.24,6.17925,1.824,0.03175,16.34229,0
16,10,14.26,5.785,2.058,-0.203,16.29474,0
16,10,14.28,6.51025,1.84925,-0.47175,15.86038,0
16,10,14.3,6.55175,1.48875,-0.05375,16.31851,0
16,10,14.32,6.48875,0.6635,-0.09475,16.21332,0
16,10,14.34,6.45575,1.9915,0.521,16.70227,0
16,10,14.36,6.13475,1.57525,0.49575,16.80078,0
16,10,14.38,5.8695,1.7905,0.0755,15.99435,0
16,10,14.4,6.453,2.106,0.18025,16.42206,0
16,10,14.42,6.695,2.151,0.2795,16.35077,0
16,10,14.44,6.42025,2.45925,0.28925,16.23538,0
16,10,14.46,6.88675,2.26175,0.3105,16.3898,0
16,10,14.48,6.3095,2.10425,-0.009500001,16.28116,0
16,10,14.5,6.929,1.88225,-0.22,16.08093,0
16,10,14.52,6.61525,1.81625,-0.31925,16.36435,0
16,10,14.54,7.40475,1.77375,-0.03225,16.82629,0
16,10,14.56,6.72725,1.64375,0.06075,16.71414,0
16,10,14.58,7.0425,1.6795,0.6587501,16.79398,0
16,10,14.6,6.02325,1.6705,0.2985,16.52563,0
16,10,14.62,6.18225,2.21125,-0.18875,15.65518,0
16,10,14.64,7.06625,2.332,-0.332,15.0553,0
16,10,14.66,6.8335,2.14675,0.087,15.1976,0
16,10,14.68,7.0855,2.00875,0.48525,15.22128,0
16,10,14.7,6.46325,2.10725,0.472,15.46362,0
16,10,14.72,6.94375,1.95975,0.83,15.68573,0
16,10,14.74,6.989,1.5965,0.449,15.46191,0
16,10,14.76,7.4185,1.5515,0.261,15.62808,0
16,10,14.78,7.468,1.50275,0.2855,15.91635,0
16,10,14.8,7.50875,1.5565,0.37,15.79254,0
16,10,14.82,6.857,1.66425,0.04475,16.13184,0
16,10,14.84,7.10225,1.28925,0.1405,16.13522,0
16,10,14.86,6.6905,1.066,0.238,16.61734,0
16,10,14.88,6.9115,1.12225,0.55,16.98257,0
16,10,14.9,6.443,0.9390001,0.28975,16.19461,0
16,10,14.92,6.88,1.11175,-0.03625,16.06903,0
16,10,14.94,6.671,1.21975,0.11975,16.16068,0
16,10,14.96,6.6355,1.1595,0.2175,16.17932,0
16,10,14.98,6.26925,1.03525,0.30475,16.00287,0
16,10,15,6.3995,1.3365,0.6135001,16.04532,0
16,10,15.02,6.321,1.21325,0.336,16.10464,0
16,10,15.04,6.6,1.131,0.28975,16.27438,0
16,10,15.06,6.4555,1.54575,-0.133,16.58676,0
16,10,15.08,6.779,2.21875,0.057,16.39658,0
16,10,15.1,7.7035,1.3065,0.63775,17.09137,0
16,10,15.12,7.1355,1.65025,0.75425,17.16278,0
16,10,15.14,6.595,1.57925,0.5575,16.3779,0
16,10,15.16,7.60875,1.36025,0.48,15.84512,0
16,10,15.18,7.605751,1.66775,0.45875,15.83328,0
16,10,15.2,8.012,1.3735,0.48275,16.1929,0
16,10,15.22,7.97875,1.14825,0.73225,16.23196,0
16,10,15.24,7.39725,2.144,0.1095,16.27609,0
16,10,15.26,6.73375,1.103,-0.36725,16.25058,0
16,10,15.28,6.9505,1.34925,-0.19625,16.4407,0
16,10,15.3,7.3015,1.03,-0.49625,16.43906,0
16,10,15.32,7.495501,0.66325,-0.876,15.86548,0
16,10,15.34,7.26,-0.241,-0.8042501,15.69586,0
16,10,15.36,7.510251,2.21625,-0.018,15.9469,0
16,10,15.38,7.70375,2.005,0.5505,16.25058,0
16,10,15.4,8.2255,1.17425,0.157,16.23196,0
16,10,15.42,7.066751,1.2755,-0.049,16.2778,0
16,10,15.44,7.93875,1.202,0.24375,16.33377,0
16,10,15.46,7.707,1.36075,-0.0295,16.64621,0
16,10,15.48,8.6245,1.4515,-0.1465,16.35928,0
16,10,15.5,7.83975,1.1165,-0.01725,16.32193,0
16,10,15.52,8.134501,1.408,0.278,16.07581,0
16,10,15.54,7.67375,1.719,0.3485,15.87396,0
16,10,15.56,7.46225,1.70575,0.271,15.91977,0
16,10,15.58,7.68075,1.281,0.27225,16.39322,0
16,10,15.6,7.54125,1.36875,-0.0575,16.31171,0
16,10,15.62,7.5445,0.7375,-0.146,16.33377,0
16,10,15.64,7.514,1.775,0.511,16.19803,0
16,10,15.66,7.90575,1.362,0.43975,15.87054,0
16,10,15.68,7.772501,1.361,0.748,16.05374,0
16,10,15.7,7.704,1.3565,0.3595,16.19461,0
16,10,15.72,7.800251,1.44825,-0.1795,14.88086,0
16,10,15.74,7.7045,1.51875,-0.51675,15.34668,0
16,10,15.76,7.2045,1.44825,-0.65975,15.12473,0
16,10,15.78,6.97075,1.322,-1.00075,14.44589,0
16,10,15.8,7.135251,1.21975,-0.95175,14.37653,0
16,10,15.82,7.6435,0.72425,-0.38725,14.28519,0
16,10,15.84,7.30525,0.76625,-0.3545,14.47296,0
16,10,15.86,7.33375,0.44375,-0.139,14.38498,0
16,10,15.88,7.57125,1.41875,0.3505,14.32745,0
16,10,15.9,7.40075,1.90075,0.254,15.59586,0
16,10,15.92,7.619,2.31425,0.06575,15.06207,0
16,10,15.94,7.497251,1.70225,0.21625,15.56702,0
16,10,15.96,6.640501,1.09675,0.2705,15.05023,0
16,10,15.98,7.538001,1.3085,-0.16225,14.17688,0
16,10,16,8.047251,1.26325,-0.33775,14.48306,0
16,10,16.02,8.074,1.69625,0.344,14.94351,0
16,10,16.04,7.212501,1.536,0.87625,15.02481,0
16,10,16.06,6.6765,1.4245,0.61175,15.11118,0
16,10,16.08,7.56775,2.01125,-0.295,15.26364,0
16,10,16.1,7.75475,2.071,0.03275,15.28061,0
16,10,16.12,7.68625,2.6125,0.58825,15.07227,0
16,10,16.14,7.27975,2.9925,0.3985,14.9249,0
16,10,16.16,7.5315,2.50125,0.07225,14.86905,0
16,10,16.18,7.221,2.044,-0.276,14.7251,0
16,10,16.2,7.28775,2.05025,0.22675,14.73529,0
16,10,16.22,7.5255,2.03325,0.5835,14.64554,0
16,10,16.24,7.309751,2.50375,0.459,14.58463,0
16,10,16.26,7.490251,2.2325,0.00725,14.97739,0
16,10,16.28,8.062751,1.851,0.17775,15.26535,0
16,10,16.3,8.491501,1.2705,0.4885,15.32974,0
16,10,16.32,8.10025,0.62,0.51725,15.21451,0
16,10,16.34,7.727251,1.0435,0.42,15.367,0
16,10,16.36,7.85275,2.1735,0.74725,15.27551,0
16,10,16.38,7.98725,2.20525,0.79675,15.5806,0
16,10,16.4,8.2425,1.747,0.645,15.47382,0
16,10,16.42,8.616,1.584,1.6335,15.31958,0
16,10,16.44,7.661,0.6715,1.16875,15.39417,0
16,10,16.46,7.01275,0.789,0.882,15.47211,0
16,10,16.48,8.18225,1.1715,0.268,14.65909,0
16,10,16.5,8.957001,1.1325,0.2455,14.02472,0
16,10,16.52,8.338,1.18625,0.27475,13.62418,0
16,10,16.54,8.09025,1.2405,-0.1205,14.15491,0
16,10,16.56,8.502001,1.18125,-0.21,14.71329,0
16,10,16.58,8.132751,1.34525,-0.2265,13.96896,0
16,10,16.6,7.89325,1.338,-0.20525,13.31509,0
16,10,16.62,8.083,1.2475,-0.42375,13.28299,0
16,10,16.64,7.630001,1.32025,-0.12025,13.39444,0
16,10,16.66,8.071751,1.337,-0.142,14.21921,0
16,10,16.68,7.5625,1.75,-0.48425,14.06531,0
16,10,16.7,8.212001,1.6365,0.54375,15.0773,0
16,10,16.72,6.425,2.07575,0.544,15.55518,0
16,10,16.74,7.28075,1.1705,0.10725,14.974,0
16,10,16.76,7.69725,2.26175,0.38525,14.38834,0
16,10,16.78,7.14825,1.5875,0.684,14.82837,0
16,10,16.8,7.848751,2.2655,0.1895,14.04669,0
16,10,16.82,8.391001,1.965,0.03775,14.0011,0
16,10,16.84,8.8535,1.985,0.225,14.12958,0
16,10,16.86,8.267,1.70375,-0.07675,13.86581,0
16,10,16.88,8.597501,1.802,-0.03075,14.03146,0
16,10,16.9,8.4375,1.99275,-0.152,14.06021,0
16,10,16.92,8.06725,1.24925,-0.18075,14.10587,0
16,10,16.94,8.0275,1.59675,0.20975,14.15829,0
16,10,16.96,7.67975,1.03025,0.224,14.52542,0
16,10,16.98,7.49575,1.33075,0.39875,14.5,0
16,10,17,7.80175,1.129,0.06575,14.48984,0
16,10,17.02,8.132251,1.95775,0.21575,14.72681,0
16,10,17.04,9.0205,1.46225,-0.23325,14.8826,0
16,10,17.06,9.288501,1.6295,-0.398,14.79959,0
16,10,17.08,8.358001,1.207,-0.4045,14.51697,0
16,10,17.1,8.4545,1.39125,-0.45025,14.70651,0
16,10,17.12,7.646501,2.02125,0.0105,14.86221,0
16,10,17.14,8.7545,2.35375,-0.0125,14.05347,0
16,10,17.16,8.167251,2.0805,0.0445,14.46109,0
16,10,17.18,7.702,1.335,0.88175,15.04681,0
16,10,17.2,6.64025,1.4585,1.07125,15.71283,0
16,10,17.22,6.4535,1.67575,0.583,15.41449,0
16,10,17.24,7.50175,1.755,0.31775,13.84726,0
16,10,17.26,7.64775,2.48175,0.40225,13.63431,0
16,10,17.28,7.782751,2.385,0.2615,13.88611,0
16,10,17.3,8.2945,2.12975,0.3065,14.18536,0
16,10,17.32,7.50825,2.2625,0.1065,14.20059,0
16,10,17.34,7.6695,1.36575,0.1565,14.43402,0
16,10,17.36,6.60725,1.58625,0.20125,14.33081,0
16,10,17.38,8.017,1.54,0.34575,14.79111,0
16,10,17.4,8.04,1.435,0.6355,15.15692,0
16,10,17.42,8.344501,1.6215,-0.00875,15.07227,0
16,10,17.44,8.7165,1.76525,-0.0055,15.45007,0
16,10,17.46,8.7335,1.923,0.148,15.39581,0
16,10,17.48,8.531501,2.07825,0.03125,15.01297,0
16,10,17.5,8.601001,2.61125,0.06475,15.23654,0
16,10,17.52,9.002001,2.377,-0.1395,14.6828,0
16,10,17.54,8.701,2.0275,-0.2645,13.89627,0
16,10,17.56,9.1925,2.041,0.01475,14.35956,0
16,10,17.58,8.174251,2.1555,0.0635,14.93845,0
16,10,17.6,8.158751,2.193,0.21925,14.69803,0
16,10,17.62,8.448,2.42425,0.06575,13.89456,0
16,10,17.64,8.633,2.20275,0.48325,14.97906,0
16,10,17.66,8.2865,2.465,0.32,14.45432,0
16,10,17.68,8.539001,2.3955,-0.0455,13.27289,0
16,10,17.7,8.808001,2.26525,-0.12925,13.08545,0
16,10,17.72,9.024501,1.67175,-0.12,13.0163,0
16,10,17.74,9.622001,1.9715,-0.363,13.74921,0
16,10,17.76,9.5425,1.97675,-0.21975,13.27963,0
16,10,17.78,9.380501,1.54775,-0.07300001,13.23233,0
16,10,17.8,8.819,1.5325,0.2545,13.37924,0
16,10,17.82,8.231501,1.73925,-0.20675,13.6174,0
16,10,17.84,8.943001,1.70925,0.14825,14.58463,0
16,10,17.86,8.801001,1.40225,-0.16975,14.48648,0
16,10,17.88,8.745001,1.83575,-0.3365,14.89948,0
16,10,17.9,8.376,3.17925,0.69475,15.56534,0
16,10,17.92,7.509,1.731,1.254,15.73148,0
16,10,17.94,7.05325,1.29875,0.7862501,14.13635,0
16,10,17.96,7.901,1.16425,-0.12175,14.12451,0
16,10,17.98,8.196,1.52825,-0.38825,14.33759,0
16,10,18,8.379001,1.48675,-0.09500001,14.25131,0
16,10,18.02,8.512,1.59525,-0.13,14.32236,0
16,10,18.04,8.6435,1.812,0.08000001,14.27838,0
16,10,18.06,8.1385,1.71575,-0.1815,14.31055,0
16,10,18.08,8.07725,1.4475,-0.33125,14.28854,0
16,10,18.1,8.307,1.49225,-0.36225,14.23779,0
16,10,18.12,8.403001,1.9205,-0.055,14.17355,0
16,10,18.14,8.068501,1.803,-0.1315,14.33929,0
16,10,18.16,7.805,1.862,-0.4605,14.26147,0
16,10,18.18,8.72,1.61575,-0.053,14.23276,0
16,10,18.2,7.86825,1.78475,-0.0935,14.34604,0
16,10,18.22,8.674001,1.4425,-0.18225,14.30377,0
16,10,18.24,8.1035,1.63525,0.08775,14.31393,0
16,10,18.26,8.234,1.61225,0.2415,13.9791,0
16,10,18.28,8.3255,1.254,0.02275,14.21582,0
16,10,18.3,7.8935,1.37125,0.1315,14.25473,0
16,10,18.32,7.87275,1.4615,0.021,14.15829,0
16,10,18.34,7.94325,1.399,-0.09025001,14.29361,0
16,10,18.36,8.403501,1.03475,0.0645,13.82016,0
16,10,18.38,7.9065,0.8565,-0.0395,13.86249,0
16,10,18.4,7.911251,1.1565,0.02025,14.18536,0
16,10,18.42,7.957,1.343,-0.06275,13.65121,0
16,10,18.44,7.80925,1.80775,0.1435,13.55664,0
16,10,18.46,7.91375,1.6165,-0.18175,13.29315,0
16,10,18.48,8.15925,1.52325,-0.339,13.14285,0
16,10,18.5,7.93525,1.5565,-0.25,13.19858,0
16,10,18.52,8.088751,1.7335,-0.003,13.33365,0
16,10,18.54,7.67825,1.55825,0.008,13.31845,0
16,10,18.56,7.368751,1.39475,-0.1425,13.5127,0
16,10,18.58,7.403501,0.7125,0.65975,13.78299,0
16,10,18.6,7.17775,1.07675,0.7550001,14.38156,0
16,10,18.62,8.5255,0.973,0.606,14.47296,0
16,10,18.64,8.019,1.15425,0.31925,13.76273,0
16,10,18.66,7.9175,1.126,-0.3575,13.88611,0
16,10,18.68,8.126,1.201,-0.17775,14.52371,0
16,10,18.7,8.9495,0.858,0.35825,14.5,0
16,10,18.72,8.892501,0.83825,-0.15425,14.19888,0
16,10,18.74,8.79,0.71275,-0.12725,14.3985,0
16,10,18.76,8.4515,0.51975,0.1795,14.2395,0
16,10,18.78,7.88675,0.614,0.26575,13.89795,0
